Prefecture	Municipality	prec_no	block_no	URL	平年降水量(mm)	平年平均気温(℃)	平年日最高気温(℃)	平年日最低気温(℃)	平年日照時間(時間)	平年降雪量(cm)	歴代最高気温(℃)	歴代最低気温(℃)	歴代最大降雪量(cm)
栃木県	宇都宮	41	47615	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=41&block_no=47615&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
栃木県	葛生	41	0337	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0337&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
栃木県	真岡	41	0338	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0338&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
栃木県	足利	41	0339	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0339&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
栃木県	栃木	41	0340	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0340&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
栃木県	小山	41	0341	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0341&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
栃木県	五十里	41	1015	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1015&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
栃木県	足尾	41	1016	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1016&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
栃木県	烏山	41	1017	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1017&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
栃木県	佐野	41	1018	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1018&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
栃木県	土呂部	41	1221	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1221&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
栃木県	今市	41	1333	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1333&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
栃木県	塩谷	41	1334	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1334&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
栃木県	那須烏山	41	1605	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1605&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
栃木県	日光東町	41	1675	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1675&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
群馬県	前武尊	42	0342	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0342&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
群馬県	草津	42	0343	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0343&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	野反湖	42	0344	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0344&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
群馬県	雨見山	42	0345	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0345&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
群馬県	沼田	42	0346	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0346&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	赤城山	42	0347	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0347&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
群馬県	田代	42	0348	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0348&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	榛名山	42	0349	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0349&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
群馬県	前橋	42	47624	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=42&block_no=47624&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
群馬県	桐生	42	0351	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0351&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	一の字山	42	0352	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0352&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
群馬県	上里見	42	0353	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0353&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	西野牧	42	0354	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0354&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	藤岡	42	0355	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0355&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
群馬県	館林	42	0356	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0356&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	稲含山	42	0357	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0357&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
群馬県	みなかみ	42	1019	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1019&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	中之条	42	1020	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1020&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	伊勢崎	42	1021	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1021&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	片品	42	1174	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1174&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
群馬県	藤原	42	1222	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1222&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	神流	42	1223	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1223&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
群馬県	黒保根	42	1259	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1259&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
群馬県	高手山	42	1375	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1375&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
埼玉県	熊谷	43	47626	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=43&block_no=47626&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
埼玉県	久喜	43	0359	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0359&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
埼玉県	秩父	43	47641	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=43&block_no=47641&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
埼玉県	堂平	43	0361	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0361&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
埼玉県	飯能	43	0362	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0362&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
埼玉県	さいたま	43	0363	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0363&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
埼玉県	越谷	43	0364	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0364&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
埼玉県	三峰	43	1000	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1000&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
埼玉県	寄居	43	1009	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1009&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
埼玉県	鴻巣	43	1069	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1069&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
埼玉県	所沢	43	1070	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1070&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
埼玉県	浦山	43	1159	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1159&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
埼玉県	上吉田	43	1182	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1182&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
埼玉県	鳩山	43	1232	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1232&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
埼玉県	ときがわ	43	1497	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1497&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
東京都	小河内	44	0365	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0365&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
東京都	八王子	44	0366	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0366&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
東京都	調布	44	0367	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0367&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	世田谷	44	0368	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0368&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
東京都	東京	44	47662	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=44&block_no=47662&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	江戸川臨海	44	0370	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0370&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
東京都	羽田	44	0371	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0371&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
東京都	大島	44	47675	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=44&block_no=47675&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	三宅島	44	47677	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=44&block_no=47677&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	八丈島	44	47678	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=44&block_no=47678&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	青梅	44	1001	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1001&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
東京都	練馬	44	1002	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1002&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
東京都	府中	44	1133	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1133&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
東京都	新島	44	1134	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1134&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	小沢	44	1180	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1180&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
東京都	父島	44	47971	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=44&block_no=47971&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	大島北ノ山	44	1467	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1467&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
東京都	八重見ヶ原	44	1468	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1468&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
東京都	神津島	44	1505	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1505&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	三宅坪田	44	1506	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1506&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
東京都	三宅島阿古	44	1509	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1509&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	新島	44	1522	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1522&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
東京都	神津島	44	1523	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1523&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
東京都	三宅伊豆	44	1525	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1525&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	南鳥島	44	47991	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=44&block_no=47991&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	母島	44	1595	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1595&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
東京都	大島臨時	44	1642	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1642&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	大島泉津	44	1643	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1643&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	大島差木地	44	1644	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1644&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	利島	44	1646	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1646&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
東京都	青ヶ島	44	1648	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1648&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
千葉県	香取	45	0375	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0375&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
千葉県	我孫子	45	0376	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0376&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
千葉県	東庄	45	0377	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0377&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
千葉県	成田	45	0378	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0378&year=&month=&day=&view=	true	true	true	true	false	false	false	false	false
千葉県	銚子	45	47648	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=45&block_no=47648&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
千葉県	千葉	45	47682	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=45&block_no=47682&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
千葉県	茂原	45	0381	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0381&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
千葉県	木更津	45	0382	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0382&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
千葉県	鋸南	45	0383	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0383&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
千葉県	鴨川	45	0384	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0384&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
千葉県	勝浦	45	47674	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=45&block_no=47674&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
千葉県	館山	45	47672	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=45&block_no=47672&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
千葉県	佐倉	45	0916	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0916&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
千葉県	横芝光	45	1003	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1003&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
千葉県	大多喜	45	1004	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1004&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
千葉県	船橋	45	1236	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1236&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
千葉県	牛久	45	1238	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1238&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
千葉県	坂畑	45	1241	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=1241&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
神奈川県	相模湖	46	0387	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=0387&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
神奈川県	海老名	46	0388	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=0388&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
神奈川県	横浜	46	47670	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=46&block_no=47670&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
神奈川県	箱根	46	0390	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=0390&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
神奈川県	江ノ島	46	0391	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=0391&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
神奈川県	三浦	46	0392	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=0392&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
神奈川県	相模原中央	46	1005	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1005&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
神奈川県	日吉	46	1006	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1006&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
神奈川県	平塚	46	1007	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1007&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
神奈川県	小田原	46	1008	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1008&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
神奈川県	丹沢湖	46	1096	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1096&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
神奈川県	辻堂	46	1443	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=46&block_no=1443&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	野沢温泉	48	0393	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0393&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	信濃町	48	0394	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0394&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	飯山	48	0395	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0395&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	白馬	48	0396	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0396&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	長野	48	47610	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=48&block_no=47610&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	笠岳	48	0398	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0398&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
長野県	大町	48	0399	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0399&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	信州新町	48	0400	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0400&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	四阿屋山	48	0401	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0401&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	上田	48	0402	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0402&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	燕岳	48	0403	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0403&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	穂高	48	0404	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0404&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	軽井沢	48	47622	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=48&block_no=47622&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	松本	48	47618	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=48&block_no=47618&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	鹿教湯	48	0407	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0407&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
長野県	佐久	48	0408	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0408&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	高ボッチ	48	0409	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0409&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	茂来山	48	0410	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0410&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	諏訪	48	47620	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=48&block_no=47620&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	八ケ岳	48	0412	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0412&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	木曽平沢	48	0413	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0413&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	原村	48	0414	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0414&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	野辺山	48	0415	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0415&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	御嶽山	48	0416	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0416&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
長野県	木曽福島	48	0417	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0417&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	高遠	48	0418	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0418&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	入笠山	48	0419	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0419&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	宮田高原	48	0420	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0420&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
長野県	松峯	48	0421	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0421&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	須原	48	0422	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0422&year=&month=&day=&view=	true	false	false	false	false	false	false	false	false
長野県	摺古木山	48	0423	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0423&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	飯島	48	0424	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0424&year=&month=&day=&view=	true	true	true	true	true	false	false	false	false
長野県	笹山	48	0425	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=48&block_no=0425&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
長野県	飯田	48	47637	https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=48&block_no=47637&year=&month=&day=&view=	false	false	false	false	false	false	false	false	false
