Prefecture	Municipality	prec_no	block_no	URL	Metric	年間	01	02	03	04	05	06	07	08	09	10	11	12
山形県	左沢	35	0272	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0272&year=&month=&day=&view=	平年平均気温(℃)	10.7	-1.3	-1.0	2.3	8.5	14.7	19.0	22.7	23.7	19.4	12.7	6.4	1.2
山形県	長井	35	0275	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0275&year=&month=&day=&view=	平年平均気温(℃)	11.0	-0.9	-0.6	2.5	8.8	15.1	19.3	22.9	23.8	19.4	13.0	6.7	1.6
山形県	米沢	35	0279	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0279&year=&month=&day=&view=	平年平均気温(℃)	11.4	-0.8	-0.5	2.7	9.3	15.6	19.8	23.4	24.5	20.1	13.5	7.1	1.7
山形県	高峰	35	0278	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0278&year=&month=&day=&view=	平年平均気温(℃)	10.3	-1.2	-0.9	1.8	7.5	14.2	18.5	22.3	23.2	18.9	12.4	6.2	1.2
山形県	向町	35	0910	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0910&year=&month=&day=&view=	平年平均気温(℃)	10.3	-1.3	-1.0	1.9	7.7	13.9	18.3	22.1	23.2	19.1	12.6	6.3	1.1
山形県	小国	35	0277	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=0277&year=&month=&day=&view=	平年平均気温(℃)	10.9	-0.3	-0.1	2.2	7.7	14.4	18.9	22.7	23.8	19.5	13.1	6.9	1.9
山形県	尾花沢	35	1039	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=1039&year=&month=&day=&view=	平年平均気温(℃)	10.8	-1.0	-0.7	2.1	8.2	14.6	19.0	22.5	23.7	19.6	13.1	6.6	1.3
山形県	鼠ケ関	35	1040	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=1040&year=&month=&day=&view=	平年平均気温(℃)	12.9	2.5	2.5	5.1	10.0	15.2	19.2	23.3	24.9	21.1	15.5	10.1	5.2
山形県	高畠	35	1132	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=1132&year=&month=&day=&view=	平年平均気温(℃)	11.2	-0.9	-0.6	2.6	9.1	15.3	19.6	23.2	24.3	19.9	13.2	6.8	1.6
山形県	肘折	35	1125	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=1125&year=&month=&day=&view=	平年平均気温(℃)	9.2	-1.8	-1.6	1.1	5.6	12.0	17.0	20.9	21.9	17.8	11.5	5.5	0.5
山形県	飛島	35	1291	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=1291&year=&month=&day=&view=	平年平均気温(℃)	12.5	2.1	2.3	4.9	9.4	14.1	18.4	22.4	24.4	21.0	15.6	10.0	4.8
山形県	大井沢	35	1292	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=1292&year=&month=&day=&view=	平年平均気温(℃)	8.9	-2.3	-2.1	0.6	5.2	12.1	16.9	20.9	21.8	17.5	11.0	5.1	0.1
山形県	浜中	35	1465	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=1465&year=&month=&day=&view=	平年平均気温(℃)	12.5	1.8	1.8	4.7	9.3	15.1	19.5	23.1	24.9	21.1	15.1	9.6	4.3
山形県	東根	35	1488	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=1488&year=&month=&day=&view=	平年平均気温(℃)	11.4	-1.1	-0.5	3.1	9.0	15.5	20.0	23.3	24.7	20.5	13.4	7.0	1.6
山形県	村山	35	1539	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=35&block_no=1539&year=&month=&day=&view=	平年平均気温(℃)	11.2	-1.2	-0.7	2.8	8.9	15.4	19.9	23.2	24.5	20.1	13.3	6.8	1.5
福島県	小野新町	36	0304	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0304&year=&month=&day=&view=	平年平均気温(℃)	10.8	-0.7	-0.1	3.2	8.8	14.3	18.2	22.2	23.1	19.1	12.9	6.8	1.8
福島県	浪江	36	0295	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0295&year=&month=&day=&view=	平年平均気温(℃)	12.7	2.2	2.7	5.7	10.7	15.5	18.8	22.6	24.0	20.6	15.1	9.7	4.7
福島県	広野	36	1034	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1034&year=&month=&day=&view=	平年平均気温(℃)	13.2	3.3	3.5	6.3	10.9	15.3	18.6	22.4	24.0	21.1	16.0	10.8	5.9
福島県	川内	36	1129	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1129&year=&month=&day=&view=	平年平均気温(℃)	10.6	-0.5	0.0	3.3	8.8	14.0	17.7	21.7	22.5	18.6	12.6	6.9	2.1
福島県	梁川	36	0281	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0281&year=&month=&day=&view=	平年平均気温(℃)	12.7	1.3	2.0	5.2	10.9	16.4	20.1	23.7	24.9	20.9	14.8	8.6	3.6
福島県	郡山	36	0299	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0299&year=&month=&day=&view=	平年平均気温(℃)	12.4	0.9	1.4	4.6	10.5	16.2	20.0	23.5	24.5	20.4	14.5	8.6	3.4
福島県	相馬	36	0285	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0285&year=&month=&day=&view=	平年平均気温(℃)	12.7	2.2	2.5	5.4	10.5	15.5	19.0	22.7	24.2	20.8	15.4	9.7	4.7
福島県	喜多方	36	0286	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0286&year=&month=&day=&view=	平年平均気温(℃)	11.4	-1.0	-0.7	3.0	9.5	15.7	20.1	23.5	24.5	20.1	13.5	6.9	1.7
福島県	猪苗代	36	0290	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0290&year=&month=&day=&view=	平年平均気温(℃)	10.0	-2.1	-1.7	1.6	7.9	13.9	18.1	21.7	22.7	18.6	12.4	6.2	0.7
福島県	二本松	36	0291	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0291&year=&month=&day=&view=	平年平均気温(℃)	12.3	0.8	1.5	4.8	10.6	16.1	19.7	23.4	24.4	20.3	14.3	8.4	3.3
福島県	只見	36	0297	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0297&year=&month=&day=&view=	平年平均気温(℃)	10.3	-1.2	-1.0	1.6	6.8	13.8	18.5	22.4	23.4	19.2	12.8	6.3	1.3
福島県	南郷	36	0301	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0301&year=&month=&day=&view=	平年平均気温(℃)	9.9	-2.2	-1.9	1.1	7.1	13.9	18.3	22.0	22.9	18.7	12.2	5.7	0.4
福島県	船引	36	0294	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0294&year=&month=&day=&view=	平年平均気温(℃)	11.0	-0.5	0.0	3.3	9.2	14.6	18.4	22.2	23.1	19.1	13.1	7.2	2.1
福島県	田島	36	0303	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0303&year=&month=&day=&view=	平年平均気温(℃)	9.6	-2.4	-2.0	1.3	7.6	13.6	17.7	21.5	22.3	18.1	11.7	5.4	0.2
福島県	石川	36	0307	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0307&year=&month=&day=&view=	平年平均気温(℃)	11.9	0.3	1.0	4.5	10.2	15.6	19.4	23.2	24.1	20.0	13.9	7.9	2.8
福島県	東白川	36	0312	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=0312&year=&month=&day=&view=	平年平均気温(℃)	12.0	0.2	1.1	4.6	10.3	15.7	19.5	23.2	24.1	20.2	14.1	7.8	2.5
福島県	西会津	36	1031	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1031&year=&month=&day=&view=	平年平均気温(℃)	11.3	-0.4	-0.2	2.7	9.0	15.1	19.5	23.2	24.2	19.9	13.4	7.0	2.0
福島県	金山	36	1044	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1044&year=&month=&day=&view=	平年平均気温(℃)	10.5	-1.0	-0.8	2.1	7.3	14.3	18.5	22.6	23.6	19.2	12.9	6.5	1.3
福島県	鷲倉	36	1116	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1116&year=&month=&day=&view=	平年平均気温(℃)	5.9	-6.2	-5.8	-2.5	3.5	9.7	13.6	17.5	18.5	14.4	8.5	2.6	-3.2
福島県	飯舘	36	1130	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1130&year=&month=&day=&view=	平年平均気温(℃)	10.3	-1.1	-0.6	2.9	8.6	14.0	17.6	21.4	22.4	18.4	12.4	6.7	1.6
福島県	桧原	36	1282	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1282&year=&month=&day=&view=	平年平均気温(℃)	7.8	-4.2	-4.0	-0.7	5.0	11.5	15.7	19.7	20.6	16.4	10.1	4.2	-1.2
福島県	茂庭	36	1293	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1293&year=&month=&day=&view=	平年平均気温(℃)	11.2	0.0	0.5	3.4	9.2	14.7	18.5	22.2	23.2	19.3	13.2	7.3	2.3
福島県	湯本	36	1294	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1294&year=&month=&day=&view=	平年平均気温(℃)	9.1	-2.4	-2.0	1.2	7.2	12.7	16.6	20.5	21.3	17.2	11.2	5.2	0.2
福島県	桧枝岐	36	1295	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1295&year=&month=&day=&view=	平年平均気温(℃)	7.9	-3.8	-3.5	-0.2	5.3	11.7	15.8	19.6	20.3	16.2	10.1	4.2	-1.0
福島県	山田	36	1607	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1607&year=&month=&day=&view=	平年平均気温(℃)	13.6	2.9	3.6	6.8	11.1	16.5	19.6	23.5	24.8	21.4	16.2	10.6	5.4
福島県	玉川	36	1466	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1466&year=&month=&day=&view=	平年平均気温(℃)	11.8	0.3	0.9	4.3	9.8	15.5	19.2	22.6	23.9	19.9	14.0	8.5	3.0
福島県	新地	36	1633	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1633&year=&month=&day=&view=	平年平均気温(℃)	13.1	2.5	2.8	6.3	10.7	16.1	19.0	22.9	24.7	21.4	15.9	10.2	4.8
茨城県	北茨城	40	0315	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=0315&year=&month=&day=&view=	平年平均気温(℃)	13.2	3.6	3.8	6.5	11.0	15.3	18.6	22.1	23.8	21.1	16.2	11.0	6.0
茨城県	大子	40	0316	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=0316&year=&month=&day=&view=	平年平均気温(℃)	12.6	0.6	1.8	5.4	10.9	16.2	20.1	23.9	24.9	21.0	14.8	8.3	2.8
福島県	古殿	36	1634	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=36&block_no=1634&year=&month=&day=&view=	平年平均気温(℃)	10.9	-0.5	0.1	4.0	8.8	14.8	17.9	22.0	23.1	18.9	13.0	7.0	1.7
茨城県	古河	40	0320	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=0320&year=&month=&day=&view=	平年平均気温(℃)	14.9	3.6	4.6	8.2	13.5	18.4	21.8	25.6	26.8	23.0	17.2	11.0	5.8
茨城県	笠間	40	0318	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=0318&year=&month=&day=&view=	平年平均気温(℃)	13.8	2.4	3.3	6.9	12.1	17.0	20.5	24.4	25.6	22.0	16.2	10.1	4.7
茨城県	土浦	40	0324	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=0324&year=&month=&day=&view=	平年平均気温(℃)	14.8	4.0	4.8	8.2	13.2	17.8	21.0	24.9	26.2	22.8	17.3	11.5	6.3
茨城県	下妻	40	0322	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=0322&year=&month=&day=&view=	平年平均気温(℃)	14.3	3.0	4.1	7.6	12.9	17.8	21.1	24.7	25.8	22.4	16.7	10.5	5.2
茨城県	鹿嶋	40	0325	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=0325&year=&month=&day=&view=	平年平均気温(℃)	15.0	4.7	5.4	8.5	13.1	17.3	20.3	24.1	25.6	22.7	17.9	12.5	7.2
茨城県	日立	40	1011	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=1011&year=&month=&day=&view=	平年平均気温(℃)	14.3	4.6	4.8	7.5	12.1	16.3	19.6	23.4	25.0	22.0	17.1	12.1	7.2
茨城県	龍ケ崎	40	1014	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=1014&year=&month=&day=&view=	平年平均気温(℃)	14.5	3.3	4.3	7.8	13.0	17.8	21.0	24.6	25.8	22.5	16.9	10.9	5.5
茨城県	常陸大宮	40	1331	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=1331&year=&month=&day=&view=	平年平均気温(℃)	12.9	1.6	2.6	6.0	11.2	16.1	19.7	23.5	24.7	21.1	15.3	9.3	3.9
茨城県	鉾田	40	1245	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=1245&year=&month=&day=&view=	平年平均気温(℃)	13.8	2.8	3.7	7.1	12.0	16.6	19.9	23.8	25.3	21.9	16.4	10.6	5.1
茨城県	下館	40	1530	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=40&block_no=1530&year=&month=&day=&view=	平年平均気温(℃)	14.3	2.6	4.0	7.6	12.6	17.9	21.3	24.8	26.1	22.4	16.6	10.5	4.9
栃木県	那須高原	41	0326	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0326&year=&month=&day=&view=	平年平均気温(℃)	9.5	-1.7	-1.3	2.0	7.8	13.0	16.4	20.2	21.0	17.3	11.8	6.4	1.1
栃木県	黒磯	41	0329	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0329&year=&month=&day=&view=	平年平均気温(℃)	12.1	0.9	1.5	4.9	10.2	15.5	19.1	22.8	23.8	20.1	14.5	8.5	3.3
栃木県	大田原	41	0331	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0331&year=&month=&day=&view=	平年平均気温(℃)	12.9	1.7	2.6	5.9	11.3	16.5	20.0	23.5	24.4	20.8	15.1	9.1	4.0
栃木県	鹿沼	41	0335	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0335&year=&month=&day=&view=	平年平均気温(℃)	13.1	1.5	2.4	6.0	11.5	16.8	20.4	23.9	24.9	21.3	15.5	9.3	3.8
栃木県	真岡	41	0338	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0338&year=&month=&day=&view=	平年平均気温(℃)	13.5	1.6	2.8	6.6	11.9	17.2	20.7	24.4	25.5	21.8	15.9	9.5	3.9
栃木県	小山	41	0341	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=0341&year=&month=&day=&view=	平年平均気温(℃)	14.5	2.9	4.0	7.7	13.1	18.0	21.5	25.2	26.3	22.6	16.8	10.5	5.1
栃木県	五十里	41	1015	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1015&year=&month=&day=&view=	平年平均気温(℃)	10.0	-1.7	-1.0	2.6	8.4	13.6	17.3	21.1	21.9	17.9	12.0	6.2	1.1
栃木県	佐野	41	1018	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1018&year=&month=&day=&view=	平年平均気温(℃)	14.5	3.2	4.0	7.6	12.9	17.9	21.6	25.2	26.3	22.5	16.7	10.5	5.3
栃木県	塩谷	41	1334	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1334&year=&month=&day=&view=	平年平均気温(℃)	12.6	1.1	2.0	5.5	10.9	16.3	19.8	23.4	24.3	20.6	14.9	8.6	3.3
栃木県	土呂部	41	1221	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1221&year=&month=&day=&view=	平年平均気温(℃)	8.0	-3.9	-3.3	0.3	6.3	11.7	15.5	19.4	20.2	16.3	10.1	4.3	-1.0
栃木県	今市	41	1333	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1333&year=&month=&day=&view=	平年平均気温(℃)	11.8	0.6	1.3	4.7	10.2	15.3	18.8	22.4	23.4	19.8	14.1	8.2	3.0
栃木県	那須烏山	41	1605	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=41&block_no=1605&year=&month=&day=&view=	平年平均気温(℃)	13.2	0.9	2.5	6.4	11.3	17.2	20.6	24.4	25.4	21.5	15.6	9.1	3.4
群馬県	草津	42	0343	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0343&year=&month=&day=&view=	平年平均気温(℃)	7.6	-4.1	-3.6	-0.1	6.0	11.4	14.9	18.9	19.6	15.6	9.9	4.4	-1.2
群馬県	沼田	42	0346	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0346&year=&month=&day=&view=	平年平均気温(℃)	12.1	-0.1	0.7	4.4	10.4	15.9	19.8	23.7	24.6	20.4	14.1	7.8	2.5
群馬県	田代	42	0348	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0348&year=&month=&day=&view=	平年平均気温(℃)	7.4	-4.5	-4.0	-0.4	5.7	11.2	14.9	19.1	19.6	15.5	9.5	3.8	-1.6
群馬県	上里見	42	0353	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0353&year=&month=&day=&view=	平年平均気温(℃)	14.0	2.6	3.5	7.0	12.6	17.6	21.2	24.9	25.8	21.8	16.0	10.0	4.9
群馬県	西野牧	42	0354	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0354&year=&month=&day=&view=	平年平均気温(℃)	12.3	1.1	1.9	5.3	10.9	15.9	19.5	23.3	24.2	20.2	14.2	8.2	3.3
群馬県	桐生	42	0351	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0351&year=&month=&day=&view=	平年平均気温(℃)	14.6	3.4	4.3	7.8	13.2	18.1	21.5	25.2	26.2	22.5	16.7	10.8	5.7
群馬県	中之条	42	1020	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1020&year=&month=&day=&view=	平年平均気温(℃)	12.2	0.4	1.2	4.8	10.5	15.9	19.8	23.7	24.6	20.4	14.2	7.8	2.7
群馬県	館林	42	0356	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=0356&year=&month=&day=&view=	平年平均気温(℃)	15.4	4.0	4.9	8.5	14.0	18.9	22.4	26.1	27.3	23.4	17.6	11.5	6.2
群馬県	藤原	42	1222	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1222&year=&month=&day=&view=	平年平均気温(℃)	9.1	-2.5	-2.2	0.9	6.3	12.7	17.0	20.8	21.6	17.7	11.6	5.5	0.2
群馬県	神流	42	1223	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1223&year=&month=&day=&view=	平年平均気温(℃)	12.0	0.6	1.7	5.3	10.8	15.8	19.3	23.0	23.8	19.8	13.9	7.6	2.6
埼玉県	久喜	43	0359	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0359&year=&month=&day=&view=	平年平均気温(℃)	14.9	3.6	4.6	8.1	13.4	18.4	21.8	25.5	26.7	22.9	17.2	11.1	5.8
群馬県	伊勢崎	42	1021	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1021&year=&month=&day=&view=	平年平均気温(℃)	15.5	4.1	4.9	8.4	13.7	19.1	22.6	26.3	27.4	23.5	17.6	11.6	6.3
群馬県	みなかみ	42	1019	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=42&block_no=1019&year=&month=&day=&view=	平年平均気温(℃)	10.4	-1.2	-0.8	2.3	8.2	14.0	18.0	21.8	22.7	18.8	12.7	6.7	1.4
埼玉県	さいたま	43	0363	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0363&year=&month=&day=&view=	平年平均気温(℃)	15.2	3.9	4.9	8.4	13.7	18.6	22.0	25.9	27.0	23.2	17.5	11.4	6.2
埼玉県	越谷	43	0364	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=0364&year=&month=&day=&view=	平年平均気温(℃)	15.4	4.2	5.2	8.7	13.9	18.7	22.0	25.9	27.1	23.3	17.5	11.6	6.5
埼玉県	寄居	43	1009	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1009&year=&month=&day=&view=	平年平均気温(℃)	14.3	3.1	4.0	7.4	12.8	17.7	21.2	25.0	26.0	22.1	16.3	10.4	5.3
埼玉県	所沢	43	1070	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1070&year=&month=&day=&view=	平年平均気温(℃)	14.6	3.7	4.5	7.8	13.1	17.8	21.2	25.0	26.2	22.4	16.8	11.1	6.2
埼玉県	鳩山	43	1232	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=43&block_no=1232&year=&month=&day=&view=	平年平均気温(℃)	14.3	2.6	3.8	7.5	12.8	17.8	21.4	25.2	26.3	22.3	16.4	10.2	4.8
東京都	小河内	44	0365	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0365&year=&month=&day=&view=	平年平均気温(℃)	12.3	1.5	2.2	5.5	10.8	15.6	18.9	22.6	23.5	19.8	14.3	8.8	3.9
東京都	八王子	44	0366	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0366&year=&month=&day=&view=	平年平均気温(℃)	14.7	3.4	4.5	8.0	13.3	18.1	21.4	25.4	26.4	22.6	16.9	11.1	5.9
東京都	江戸川臨海	44	0370	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0370&year=&month=&day=&view=	平年平均気温(℃)	15.9	6.0	6.5	9.4	14.0	18.4	21.5	25.1	26.7	23.6	18.4	13.3	8.4
東京都	羽田	44	0371	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=0371&year=&month=&day=&view=	平年平均気温(℃)	16.4	6.3	6.8	9.8	14.5	19.0	22.0	25.8	27.4	24.0	18.9	13.8	8.9
東京都	青梅	44	1001	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1001&year=&month=&day=&view=	平年平均気温(℃)	14.3	3.2	4.1	7.6	12.9	17.7	21.0	24.8	25.9	22.1	16.5	10.7	5.6
東京都	練馬	44	1002	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1002&year=&month=&day=&view=	平年平均気温(℃)	16.1	4.8	5.8	10.0	14.4	20.0	22.5	26.3	27.8	23.6	18.1	12.4	7.1
東京都	府中	44	1133	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1133&year=&month=&day=&view=	平年平均気温(℃)	15.4	4.5	5.4	8.8	13.9	18.5	21.8	25.7	26.8	23.1	17.5	11.8	6.8
東京都	八重見ヶ原	44	1468	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1468&year=&month=&day=&view=	平年平均気温(℃)	18.8	10.7	11.3	13.1	16.5	19.7	22.3	26.0	27.3	25.4	21.9	17.9	13.3
東京都	大島北ノ山	44	1467	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1467&year=&month=&day=&view=	平年平均気温(℃)	16.9	8.0	8.4	11.0	14.8	18.6	21.4	24.9	26.6	23.9	19.4	15.2	10.7
東京都	三宅坪田	44	1506	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1506&year=&month=&day=&view=	平年平均気温(℃)	18.6	9.9	10.5	12.8	16.4	20.0	22.5	26.2	27.6	25.3	21.4	17.3	12.6
東京都	神津島	44	1523	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1523&year=&month=&day=&view=	平年平均気温(℃)	17.2	8.5	9.1	11.4	15.0	18.6	21.2	24.6	26.3	24.1	20.0	16.1	11.2
東京都	新島	44	1522	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=44&block_no=1522&year=&month=&day=&view=	平年平均気温(℃)	17.6	8.9	9.5	11.8	15.5	19.1	21.8	25.3	26.8	24.5	20.4	16.3	11.6
千葉県	我孫子	45	0376	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0376&year=&month=&day=&view=	平年平均気温(℃)	14.7	3.3	4.5	8.3	12.8	18.3	21.2	25.1	26.6	22.7	17.0	11.1	5.7
千葉県	香取	45	0375	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0375&year=&month=&day=&view=	平年平均気温(℃)	14.4	3.5	4.5	7.9	12.6	17.2	20.5	24.3	25.4	22.2	16.9	11.3	5.8
千葉県	茂原	45	0381	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0381&year=&month=&day=&view=	平年平均気温(℃)	15.7	5.2	6.0	9.3	14.1	18.4	21.5	25.4	26.8	23.4	18.1	12.8	7.7
千葉県	成田	45	0378	https://www.data.jma.go.jp/stats/etrn/view/nml_amd_ym.php?prec_no=45&block_no=0378&year=&month=&day=&view=	平年平均気温(℃)	14.8	3.9	5.0	8.3	13.0	17.6	20.9	24.5	26.0	22.8	17.4	12.0	6.5
